selected_gene
ENSG00000136541
ENSG00000136717
ENSG00000136732
ENSG00000136856
ENSG00000136859
ENSG00000137267
ENSG00000137563
ENSG00000137573
ENSG00000138035
ENSG00000138074
ENSG00000138119
ENSG00000138172
ENSG00000138308
ENSG00000138315
ENSG00000138363
ENSG00000138639
ENSG00000138735
ENSG00000139540
ENSG00000139926
ENSG00000140511
ENSG00000140678
ENSG00000140937
ENSG00000141905
ENSG00000142149
ENSG00000142156
ENSG00000142173
ENSG00000142227
ENSG00000142733
ENSG00000142871
ENSG00000143119
ENSG00000143226
ENSG00000143333
ENSG00000143515
ENSG00000143919
ENSG00000144021
ENSG00000144120
ENSG00000144354
ENSG00000144852
ENSG00000145506
ENSG00000145685
ENSG00000145779
ENSG00000146112
ENSG00000146242
ENSG00000148584
ENSG00000148841
ENSG00000149380
ENSG00000149577
ENSG00000149600
ENSG00000149634
ENSG00000149636
ENSG00000149657
ENSG00000149658
ENSG00000149679
ENSG00000150337
ENSG00000150961
ENSG00000151135
ENSG00000151692
ENSG00000152049
ENSG00000152767
ENSG00000153574
ENSG00000153976
ENSG00000154822
ENSG00000155629
ENSG00000156711
ENSG00000157227
ENSG00000157303
ENSG00000157613
ENSG00000158186
ENSG00000158270
ENSG00000158480
ENSG00000158859
ENSG00000160255
ENSG00000160789
ENSG00000160867
ENSG00000161638
ENSG00000162511
ENSG00000162711
ENSG00000162745
ENSG00000163297
ENSG00000163359
ENSG00000163501
ENSG00000163565
ENSG00000163900
ENSG00000164023
ENSG00000164294
ENSG00000164692
ENSG00000164733
ENSG00000164932
ENSG00000165055
ENSG00000165556
ENSG00000165757
ENSG00000165861
ENSG00000165863
ENSG00000166002
ENSG00000166073
ENSG00000166128
ENSG00000166147
ENSG00000166579
ENSG00000166741
ENSG00000166913
ENSG00000166974
ENSG00000167123
ENSG00000167280
ENSG00000167523
ENSG00000167601
ENSG00000167613
ENSG00000167680
ENSG00000167693
ENSG00000168065
ENSG00000168243
ENSG00000168264
ENSG00000168303
ENSG00000168395
ENSG00000168461
ENSG00000168542
ENSG00000168612
ENSG00000168646
ENSG00000169403
ENSG00000169896
ENSG00000169992
ENSG00000170293
ENSG00000170458
ENSG00000170525
ENSG00000170827
ENSG00000170909
ENSG00000170921
ENSG00000171222
ENSG00000171456
ENSG00000171488
ENSG00000171502
ENSG00000171860
ENSG00000171943
ENSG00000172037
ENSG00000172315
ENSG00000172840
ENSG00000172878
ENSG00000173391
ENSG00000173846
ENSG00000174365
ENSG00000175063
ENSG00000175489
ENSG00000175832
ENSG00000176170
ENSG00000176532
ENSG00000176903
ENSG00000177225
ENSG00000177234
ENSG00000177469
ENSG00000177738
ENSG00000177788
ENSG00000178695
ENSG00000178773
ENSG00000179104
ENSG00000180044
ENSG00000180801
ENSG00000181458
ENSG00000182173
ENSG00000182325
ENSG00000182492
ENSG00000182667
ENSG00000183496
ENSG00000183734
ENSG00000183876
ENSG00000184371
ENSG00000184402
ENSG00000184408
ENSG00000184428
ENSG00000184489
ENSG00000184557
ENSG00000184588
ENSG00000185000
ENSG00000185101
ENSG00000185133
ENSG00000186340
ENSG00000186818
ENSG00000187017
ENSG00000187098
ENSG00000187474
ENSG00000187688
ENSG00000187800
ENSG00000188070
ENSG00000188641
ENSG00000188643
ENSG00000196227
ENSG00000196743
ENSG00000196756
ENSG00000196923
ENSG00000196968
ENSG00000197142
ENSG00000197183
ENSG00000197296
ENSG00000197405
ENSG00000197408
ENSG00000197535
ENSG00000197712
ENSG00000198796
ENSG00000198944
ENSG00000203446
ENSG00000203747
ENSG00000203805
ENSG00000203880
ENSG00000203896
ENSG00000204070
ENSG00000204103
ENSG00000204262
ENSG00000204577
ENSG00000204991
ENSG00000212993
ENSG00000213066
ENSG00000214078
ENSG00000215417
ENSG00000215440
ENSG00000218336
ENSG00000222001
ENSG00000225614
ENSG00000226812
ENSG00000227359
ENSG00000228203
ENSG00000229891
ENSG00000230479
ENSG00000232442
ENSG00000234753
ENSG00000234996
ENSG00000239789
ENSG00000241258
ENSG00000242372
ENSG00000244005
ENSG00000244459
ENSG00000244482
ENSG00000245848
ENSG00000245970
ENSG00000251442
ENSG00000253159
ENSG00000254290
ENSG00000255277
ENSG00000255328
ENSG00000256340
ENSG00000256894
ENSG00000257913
ENSG00000258227
ENSG00000258498
ENSG00000259456
ENSG00000260032
ENSG00000260257
ENSG00000260942
ENSG00000261327
ENSG00000262370
ENSG00000267534
ENSG00000269973
ENSG00000270030
ENSG00000273893
ENSG00000275155
ENSG00000275223
ENSG00000276600
ENSG00000283078
ENSG00000285230
